Stock,SecurityName,Sector,Industry,MarketCapCr,MarketCapType
SYMPHONY,SYMPHONY LIMITED         ,Consumer Cyclical,"Furnishings, Fixtures & Appliances",6208.92,Small Cap
SYNCOMF,SYNCOM FORMU (I) LTD     ,Healthcare,Drug Manufacturers - Specialty & Generic,1222.0,Micro Cap
SYNGENE,SYNGENE INTERNATIONAL LTD,Healthcare,Diagnostics & Research,25365.04,Small Cap
SYRMA,SYRMA SGS TECHNOLOGY LTD ,Technology,Electronic Components,13614.8,Small Cap
SYSTMTXC,SYSTEMATIX CORP SERVICE L,Financial Services,Capital Markets,1414.53,Micro Cap
TAINWALCHM,TAINWALA CHEMICAL AND PLA,Basic Materials,Specialty Chemicals,169.95,Micro Cap
TAJGVK,TAJ GVK HOTELS & RESORTS ,Consumer Cyclical,Lodging,2596.16,Micro Cap
TALBROAUTO,TALBROS AUTO. COMP. LTD  ,Consumer Cyclical,Auto Parts,1703.08,Micro Cap
TANLA,TANLA PLATFORMS LIMITED  ,Technology,Software - Application,6410.72,Small Cap
TARACHAND,TARA CHAND INFRA SOLN LTD,Industrials,Farm & Heavy Construction Machinery,577.39,Micro Cap
TARC,TARC LIMITED             ,Real Estate,Real Estate - Development,5077.43,Small Cap
TARIL,TRANS & RECTI. LTD       ,Industrials,Electrical Equipment & Parts,7981.41,Small Cap
TARMAT,TARMAT LIMITED           ,Industrials,Engineering & Construction,125.93,Micro Cap
TARSONS,TARSONS PRODUCTS LIMITED ,Healthcare,Medical Instruments & Supplies,1155.96,Micro Cap
TASTYBITE,TASTY BITE EATABLES LTD  ,Consumer Defensive,Packaged Foods,1972.36,Micro Cap
TATACAP,TATA CAPITAL LIMITED     ,Financial Services,Asset Management,150650.4,Mid Cap
TATACHEM,TATA CHEMICALS LTD       ,Basic Materials,Chemicals,19625.15,Small Cap
TATACOMM,TATA COMMUNICATIONS LTD  ,Communication Services,Telecom Services,49977.6,Small Cap
TATACONSUM,TATA CONSUMER PRODUCT LTD,Consumer Defensive,Packaged Foods,115915.22,Mid Cap
TATAELXSI,TATA ELXSI LIMITED       ,Technology,Software - Application,34293.52,Small Cap
TATAINVEST,TATA INVESTMENT CORP LTD ,Financial Services,Capital Markets,33585.16,Small Cap
TATAPOWER,TATA POWER CO LTD        ,Utilities,Utilities - Independent Power Producers,117396.77,Mid Cap
TATASTEEL,TATA STEEL LIMITED       ,Basic Materials,Steel,236250.75,Large Cap
TATATECH,TATA TECHNOLOGIES LIMITED,Technology,Information Technology Services,26237.41,Small Cap
TATVA,TATVA CHIN PHARM CHEM LTD,Basic Materials,Specialty Chemicals,3181.32,Micro Cap
TBOTEK,TBO TEK LIMITED          ,Consumer Cyclical,Travel Services,16870.2,Small Cap
TBZ,TRIB BHIMJI ZAVERI LTD   ,Consumer Cyclical,Luxury Goods,1099.99,Micro Cap
TCI,TRANSPORT CORPN OF INDIA ,Industrials,Integrated Freight & Logistics,8024.11,Small Cap
TCIEXP,TCI EXPRESS LIMITED      ,Industrials,Integrated Freight & Logistics,2026.03,Micro Cap
TCPLPACK,TCPL PACKAGING LIMITED   ,Consumer Cyclical,Packaging & Containers,2540.45,Micro Cap
TCS,TATA CONSULTANCY SERV LT ,Technology,Information Technology Services,1155074.44,Large Cap
TDPOWERSYS,TD POWER SYSTEMS LTD.    ,Industrials,Specialty Industrial Machinery,10592.93,Small Cap
TEAMGTY,TEAM INDIA GUARANTY LTD  ,Financial Services,Asset Management,253.43,Micro Cap
TEAMLEASE,TEAMLEASE SERVICES LTD.  ,Industrials,Staffing & Employment Services,2538.14,Micro Cap
TECHM,TECH MAHINDRA LIMITED    ,Technology,Information Technology Services,155628.73,Mid Cap
TECHNOE,TECHNO ELEC & ENG CO. LTD,Industrials,Engineering & Construction,11562.5,Small Cap
TECILCHEM,TECIL CHEMICALS          ,Financial Services,Shell Companies,33.24,Micro Cap
TEGA,TEGA INDUSTRIES LIMITED  ,Industrials,Specialty Industrial Machinery,12476.74,Small Cap
TEJASNET,TEJAS NETWORKS LIMITED   ,Technology,Communication Equipment,6579.81,Small Cap
TEMBO,TEMBO GLOBAL IND LTD     ,Industrials,Metal Fabrication,885.8,Micro Cap
TENNIND,TENNECO CLEAN AIR INDIA L,Consumer Cyclical,Auto Parts,21516.15,Small Cap
TEXINFRA,TEXMACO INFRA & HOLDG LTD,Real Estate,Real Estate Services,1278.22,Micro Cap
TEXMOPIPES,TEXMO PIPE & PRODUCTS LTD,Industrials,Building Products & Equipment,134.97,Micro Cap
TEXRAIL,TEXMACO RAIL & ENG. LTD. ,Industrials,Railroads,5221.7,Small Cap
TFCILTD,TOURISM FINANCE CORP. OF ,Financial Services,Credit Services,3177.41,Micro Cap
TFL,TRANSWARRANTY FIN. LTD.  ,Financial Services,Mortgage Finance,84.79,Micro Cap
TGBHOTELS,TGB BANQUETS&HOTELS LTD  ,Consumer Cyclical,Lodging,27.94,Micro Cap
THANGAMAYL,THANGAMAYIL JEWELLERY LTD,Consumer Cyclical,Luxury Goods,11910.94,Small Cap
THEINVEST,THE INVEST TRUST OF IND L,Financial Services,Capital Markets,621.47,Micro Cap
THEJO,THEJO ENGINEERING LIMITED,Industrials,Specialty Industrial Machinery,2016.27,Micro Cap
THELEELA,LEELA PALACES HOTEL LTD  ,Consumer Cyclical,Lodging,15103.25,Small Cap
THEMISMED,THEMIS MEDICARE LTD.     ,Healthcare,Drug Manufacturers - Specialty & Generic,880.36,Micro Cap
THERMAX,THERMAX LTD              ,Industrials,Conglomerates,35410.87,Small Cap
THOMASCOOK,THOMAS COOK (INDIA) LTD  ,Consumer Cyclical,Travel Services,6490.78,Small Cap
THOMASCOTT,THOMAS SCOTT (INDIA) LTD ,Consumer Cyclical,Textile Manufacturing,511.56,Micro Cap
THYROCARE,THYROCARE TECH LTD       ,Healthcare,Diagnostics & Research,7396.24,Small Cap
TI,TILAKNAGAR INDUSTRIES LTD,Consumer Defensive,Beverages - Wineries & Distilleries,8729.56,Small Cap
TIGERLOGS,TIGER LOGISTICS (INDIA) L,Industrials,Integrated Freight & Logistics,332.29,Micro Cap
TIIL,TECHNOCRAFT IND LTD      ,Industrials,Tools & Accessories,4633.41,Micro Cap
TIINDIA,TUBE INVEST OF INDIA LTD ,Industrials,Conglomerates,45567.46,Small Cap
TIJARIA,TIJARIA POLYPIPES LTD    ,Industrials,Building Products & Equipment,11.91,Micro Cap
TIL,TIL LTD                  ,Industrials,Farm & Heavy Construction Machinery,1685.03,Micro Cap
TIMETECHNO,TIME TECHNOPLAST LTD.    ,Consumer Cyclical,Packaging & Containers,8999.96,Small Cap
TIMKEN,TIMKEN INDIA LTD.        ,Industrials,Tools & Accessories,22950.74,Small Cap
TINNARUBR,TINNA RUBBER AND INFR LTD,Basic Materials,Specialty Chemicals,1245.7,Micro Cap
TIPSFILMS,TIPS FILMS LIMITED       ,Communication Services,Entertainment,178.19,Micro Cap
TIPSMUSIC,TIPS MUSIC LIMITED       ,Communication Services,Entertainment,6668.55,Small Cap
TIRUMALCHM,THIRUMALAI CHEMICALS LTD ,Basic Materials,Specialty Chemicals,2477.07,Micro Cap
TIRUPATIFL,TIRUPATI FORGE LIMITED   ,Industrials,Metal Fabrication,433.36,Micro Cap
TITAGARH,TITAGARH RAIL SYSTEMS LTD,Industrials,Railroads,11014.29,Small Cap
TITAN,TITAN COMPANY LIMITED    ,Consumer Cyclical,Luxury Goods,374778.93,Large Cap
TMB,TAMILNAD MERCA BANK LTD  ,Financial Services,Banks - Regional,8938.94,Small Cap
TMCV,TATA MOTORS LIMITED      ,Consumer Cyclical,Auto Manufacturers,159721.12,Mid Cap
TMPV,TATA MOTORS PASS VEH LTD ,Consumer Cyclical,Auto Manufacturers,128816.63,Mid Cap
TNPETRO,TAMILNADU PETROPRODUCTS L,Basic Materials,Specialty Chemicals,892.52,Micro Cap
TNPL,TAMILNADU NEWSPRT & PAPER,Basic Materials,Paper & Paper Products,968.46,Micro Cap
TNTELE,TAMILNADU TELECOMMUNICATI,Technology,Communication Equipment,44.35,Micro Cap
TOKYOPLAST,TOKYO PLAST INTL LTD     ,Consumer Cyclical,Packaging & Containers,99.22,Micro Cap
TOLINS,TOLINS TYRES LIMITED     ,Consumer Cyclical,Auto Parts,508.64,Micro Cap
TORNTPHARM,TORRENT PHARMACEUTICALS L,Healthcare,Drug Manufacturers - Specialty & Generic,135503.4,Mid Cap
TORNTPOWER,TORRENT POWER LTD        ,Utilities,Utilities - Independent Power Producers,67780.07,Mid Cap
TOTAL,TOTAL TRANSPORT SYS LTD  ,Industrials,Integrated Freight & Logistics,115.03,Micro Cap
TOUCHWOOD,TOUCHWOOD ENTERTAIN LTD. ,Communication Services,Advertising Agencies,108.85,Micro Cap
TPHQ,TEAMO PRODUCTIONS HQ LTD ,Industrials,Engineering & Construction,67.97,Micro Cap
TPLPLASTEH,TPL PLASTECH LIMITED     ,Consumer Cyclical,Packaging & Containers,531.04,Micro Cap
TRACXN,TRACXN TECHNOLOGIES LTD  ,Technology,Software - Application,406.14,Micro Cap
TRANSRAILL,TRANSRAIL LIGHTING LTD   ,Industrials,Engineering & Construction,6528.87,Small Cap
TRANSWORLD,TRANSWORLD SHIP LINES LTD,Industrials,Marine Shipping,365.64,Micro Cap
TRAVELFOOD,TRAVEL FOOD SERVICES LTD ,Consumer Cyclical,Restaurants,15035.16,Small Cap
TREEHOUSE,TREE HOUSE EDU LTD       ,Consumer Defensive,Education & Training Services,38.67,Micro Cap
TREL,TRANSINDIA REAL ESTATE L ,Real Estate,Real Estate Services,639.79,Micro Cap
TRENT,TRENT LTD                ,Consumer Cyclical,Apparel Retail,139784.78,Mid Cap
TRF,TRF LIMITED              ,Industrials,Specialty Industrial Machinery,312.03,Micro Cap
TRIDENT,TRIDENT LIMITED          ,Consumer Cyclical,Textile Manufacturing,12964.11,Small Cap
TRIGYN,TRIGYN TECHNOLOGIES LTD  ,Technology,Information Technology Services,191.33,Micro Cap
TRITURBINE,TRIVENI TURBINE LIMITED  ,Industrials,Specialty Industrial Machinery,16166.11,Small Cap
TRIVENI,TRIVENI ENGG. & INDS. LTD,Consumer Defensive,Confectioners,7440.34,Small Cap
TRU,TRUCAP FINANCE LIMITED   ,Financial Services,Credit Services,91.88,Micro Cap
TRUALT,TRUALT BIOENERGY LIMITED ,Energy,Oil & Gas Refining & Marketing,3143.26,Micro Cap
TSFINV,TSF INVESTMENTS LIMITED  ,Financial Services,Asset Management,9680.4,Small Cap
TTKHLTCARE,TTK HEALTHCARE LIMITED   ,Healthcare,Drug Manufacturers - General,1395.65,Micro Cap
TTKPRESTIG,TTK PRESTIGE LTD         ,Consumer Cyclical,"Furnishings, Fixtures & Appliances",8107.5,Small Cap
TTL,T T LIMITED              ,Consumer Cyclical,Textile Manufacturing,196.83,Micro Cap
TTML,TATA TELESERV(MAHARASTRA),Communication Services,Telecom Services,9090.41,Small Cap
TVSHLTD,TVS HOLDINGS LIMITED     ,Consumer Cyclical,Auto Parts,28620.33,Small Cap
TVSMOTOR,TVS MOTOR COMPANY  LTD   ,Consumer Cyclical,Auto Manufacturers,175326.15,Mid Cap
TVSSCS,TVS SUPPLY CHAIN SOL L   ,Industrials,Integrated Freight & Logistics,4653.13,Micro Cap
TVSSRICHAK,TVS SRICHAKRA LIMITED    ,Consumer Cyclical,Auto Parts,3094.44,Micro Cap
TVTODAY,TV TODAY NETWORK LTD     ,Communication Services,Broadcasting,807.32,Micro Cap
UBL,UNITED BREWERIES LTD     ,Consumer Defensive,Beverages - Brewers,40179.01,Small Cap
UCAL,UCAL LIMITED             ,Consumer Cyclical,Auto Parts,285.29,Micro Cap
UCOBANK,UCO BANK                 ,Financial Services,Banks - Regional,36866.3,Small Cap
UDS,UPDATER SERVICES LIMITED ,Industrials,Specialty Business Services,1132.11,Micro Cap
UFBL,UNITED FOODBRANDS LIMITED,Consumer Cyclical,Restaurants,776.49,Micro Cap
UFLEX,UFLEX LIMITED            ,Consumer Cyclical,Packaging & Containers,3406.58,Micro Cap
UFO,UFO MOVIEZ INDIA LTD.    ,Communication Services,Entertainment,307.45,Micro Cap
UGARSUGAR,THE UGAR SUGAR WORKS LTD ,Consumer Defensive,Confectioners,454.39,Micro Cap
UGROCAP,UGRO CAPITAL LIMITED     ,Financial Services,Credit Services,1876.82,Micro Cap
UJJIVANSFB,UJJIVAN SMALL FINANC BANK,Financial Services,Banks - Regional,11434.99,Small Cap
ULTRACEMCO,ULTRATECH CEMENT LIMITED ,Basic Materials,Building Materials,361129.32,Large Cap
UMAEXPORTS,UMA EXPORTS LIMITED      ,Consumer Defensive,Farm Products,114.85,Micro Cap
UMESLTD,USHA MARTIN EDU & SOL LTD,Consumer Defensive,Education & Training Services,12.84,Micro Cap
UMIYA-MRO,UMIYA BUILDCON LIMITED   ,Real Estate,Real Estate - Development,156.43,Micro Cap
UNICHEMLAB,UNICHEM LABORATORIES LTD ,Healthcare,Drug Manufacturers - Specialty & Generic,2914.8,Micro Cap
UNIDT,UNITED DRILLING TOOLS LTD,Energy,Oil & Gas Equipment & Services,400.52,Micro Cap
UNIECOM,UNICOMMERCE ESOLUTIONS L ,Technology,Software - Application,1265.85,Micro Cap
UNIENTER,UNIPHOS ENTERPRISES LTD  ,Basic Materials,Chemicals,984.77,Micro Cap
UNIINFO,UNIINFO TELECOM SERVI LTD,Communication Services,Telecom Services,16.11,Micro Cap
UNIMECH,UNIMECH AEROSPACE N MFG L,Industrials,Aerospace & Defense,4619.58,Micro Cap
UNIONBANK,UNION BANK OF INDIA      ,Financial Services,Banks - Regional,136847.65,Mid Cap
UNIPARTS,UNIPARTS INDIA LIMITED   ,Industrials,Farm & Heavy Construction Machinery,1949.6,Micro Cap
UNITDSPR,UNITED SPIRITS LIMITED   ,Consumer Defensive,Beverages - Wineries & Distilleries,97174.07,Mid Cap
UNITECH,UNITECH LTD              ,Real Estate,Real Estate - Diversified,1376.17,Micro Cap
UNITEDTEA,UNITED NILGIRI TEA LTD   ,Consumer Defensive,Farm Products,237.41,Micro Cap
UNIVASTU,UNIVASTU INDIA LIMITED   ,Industrials,Engineering & Construction,224.7,Micro Cap
UNIVCABLES,UNIVERSAL CABLES LTD     ,Industrials,Electrical Equipment & Parts,2416.67,Micro Cap
UNIVPHOTO,UNIVERSUS IMAGINGS LTD   ,Healthcare,Medical Devices,219.56,Micro Cap
UNOMINDA,UNO MINDA LIMITED        ,Consumer Cyclical,Auto Parts,68818.56,Mid Cap
UPL,UPL LIMITED              ,Basic Materials,Agricultural Inputs,65812.6,Mid Cap
URAVIDEF,URAVI DEFENCE &TECH LTD  ,Consumer Cyclical,Auto Parts,225.69,Micro Cap
URBANCO,URBAN COMPANY LIMITED    ,Technology,Software - Application,19711.92,Small Cap
URJA,URJA GLOBAL LIMITED      ,Technology,Solar,554.88,Micro Cap
USHAMART,USHA MARTIN LTD.         ,Basic Materials,Steel,13233.41,Small Cap
USK,UDAYSHIVAKUMAR INFRA LTD ,Industrials,Engineering & Construction,118.74,Micro Cap
UTIAMC,UTI ASSET MNGMT CO LTD   ,Financial Services,Asset Management,13824.49,Small Cap
UTKARSHBNK,UTKARSH SMALL FIN BANK L ,Financial Services,Banks - Regional,2598.1,Micro Cap
UTLSOLAR,FUJIYAMA POWER SYSTEMS L ,Technology,Solar,6725.11,Small Cap
UTTAMSUGAR,UTTAM SUGAR MILLS LTD.   ,Consumer Defensive,Confectioners,877.56,Micro Cap
V2RETAIL,V2 RETAIL LIMITED,Consumer Cyclical,Apparel Retail,7769.7,Small Cap
VADILALIND,VADILAL INDUSTRIES LTD   ,Consumer Defensive,Packaged Foods,3288.36,Micro Cap
VAIBHAVGBL,VAIBHAV GLOBAL LIMITED   ,Consumer Cyclical,Luxury Goods,3697.61,Micro Cap
VAISHALI,VAISHALI PHARMA LIMITED  ,Healthcare,Drug Manufacturers - Specialty & Generic,108.54,Micro Cap
VAKRANGEE,VAKRANGEE LIMITED        ,Technology,Information Technology Services,805.89,Micro Cap
VALIANTLAB,VALIANT LABORATORIES LTD ,Healthcare,Drug Manufacturers - Specialty & Generic,352.76,Micro Cap
VALIANTORG,VALIANT ORGANICS LIMITED ,Basic Materials,Chemicals,708.44,Micro Cap
VARDHACRLC,VARDHAMAN ACRYLICS LTD   ,Consumer Cyclical,Textile Manufacturing,304.74,Micro Cap
VARDMNPOLY,VARDHMAN POLYTEX LTD.    ,Consumer Cyclical,Textile Manufacturing,250.56,Micro Cap
VARROC,VARROC ENGINEERING LTD.  ,Consumer Cyclical,Auto Parts,8658.41,Small Cap
VASCONEQ,VASCON ENGINEERS LTD     ,Industrials,Engineering & Construction,1024.2,Micro Cap
VASWANI,VASWANI IND LTD          ,Basic Materials,Steel,176.7,Micro Cap
VBL,VARUN BEVERAGES LIMITED  ,Consumer Defensive,Beverages - Non-Alcoholic,169911.12,Mid Cap
VEDL,VEDANTA LIMITED          ,Basic Materials,Other Industrial Metals & Mining,264244.47,Large Cap
VEEDOL,VEEDOL CORPORATION LTD   ,Basic Materials,Specialty Chemicals,2686.08,Micro Cap
VENKEYS,VENKY S (INDIA) LIMITED  ,Consumer Defensive,Farm Products,2190.16,Micro Cap
VENTIVE,VENTIVE HOSPITALITY LTD  ,Consumer Cyclical,Lodging,18004.89,Small Cap
VENUSPIPES,VENUS PIPES & TUBES LTD  ,Basic Materials,Steel,2341.96,Micro Cap
VERANDA,VERANDA LEARNING SOL LTD ,Consumer Defensive,Education & Training Services,2103.03,Micro Cap
VERTOZ,VERTOZ LIMITED           ,Technology,Software - Infrastructure,588.68,Micro Cap
VESUVIUS,VESUVIUS INDIA LTD       ,Industrials,Specialty Industrial Machinery,9344.32,Small Cap
VETO,VETO SWITCHGEAR CABLE LTD,Industrials,Electrical Equipment & Parts,202.12,Micro Cap
VGL,VARVEE GLOBAL LIMITED    ,Consumer Cyclical,Textile Manufacturing,347.72,Micro Cap
VGUARD,V-GUARD IND LTD.         ,Industrials,Electrical Equipment & Parts,13214.7,Small Cap
VHL,VARDHMAN HOLDINGS LIMITED,Financial Services,Credit Services,1105.42,Micro Cap
VIDHIING,VIDHI SPCLTY F INGRDNTS L,Basic Materials,Specialty Chemicals,1685.64,Micro Cap
VIDYAWIRES,VIDYA WIRES LIMITED      ,Industrials,Electrical Equipment & Parts,1040.49,Micro Cap
VIJAYA,VIJAYA DIAGNOSTIC CEN LTD,Healthcare,Diagnostics & Research,10218.05,Small Cap
VIJIFIN,VIJI FINANCE LIMITED     ,Financial Services,Credit Services,41.18,Micro Cap
VIKASECO,VIKAS ECOTECH LIMITED    ,Basic Materials,Specialty Chemicals,288.3,Micro Cap
VIKASLIFE,VIKAS LIFECARE LIMITED   ,Consumer Defensive,Farm Products,332.52,Micro Cap
VIKRAMSOLR,VIKRAM SOLAR LIMITED     ,Technology,Solar,8227.79,Small Cap
VIKRAN,VIKRAN ENGINEERING LTD   ,Industrials,Engineering & Construction,2422.56,Micro Cap
VIMTALABS,VIMTA LABS LIMITED       ,Healthcare,Diagnostics & Research,2478.82,Micro Cap
VINATIORGA,VINATI ORGANICS LTD      ,Basic Materials,Specialty Chemicals,16548.14,Small Cap
VINCOFE,VINTAGE COFFEE N BVRGS L ,Consumer Defensive,Beverages - Non-Alcoholic,2281.4,Micro Cap
VINDHYATEL,VINDHYA TELELINKS LTD    ,Industrials,Engineering & Construction,1533.5,Micro Cap
VINEETLAB,VINEET LABORATORIES LTD  ,Basic Materials,Chemicals,63.71,Micro Cap
VINNY,VINNY OVERSEAS LIMITED   ,Consumer Cyclical,Textile Manufacturing,56.29,Micro Cap
VINYLINDIA,VINYL CHEMICALS (I) LTD. ,Basic Materials,Specialty Chemicals,419.46,Micro Cap
VIPCLOTHNG,VIP CLOTHING LIMITED     ,Consumer Cyclical,Apparel Manufacturing,268.05,Micro Cap
VIPIND,VIP INDUSTRIES LTD       ,Consumer Cyclical,Footwear & Accessories,5157.89,Small Cap
VIRINCHI,VIRINCHI LIMITED         ,Technology,Software - Application,226.13,Micro Cap
VISAKAIND,VISAKA INDUSTRIES LIMITED,Industrials,Building Products & Equipment,565.52,Micro Cap
VISHNU,VISHNU CHEMICALS LIMITED ,Basic Materials,Specialty Chemicals,3491.98,Micro Cap
VISHWARAJ,VISHWARAJ SUGAR IND LTD  ,Consumer Defensive,Confectioners,144.42,Micro Cap
VIVIDHA,VISAGAR POLYTEX LTD      ,Consumer Cyclical,Textile Manufacturing,16.98,Micro Cap
VIVIMEDLAB,VIVIMED LABS LIMITED     ,Healthcare,Drug Manufacturers - Specialty & Generic,74.87,Micro Cap
VLEGOV,VL E GOV AND IT SOL LTD  ,Technology,Information Technology Services,190.77,Micro Cap
VLSFINANCE,VLS FINANCE LTD          ,Financial Services,Capital Markets,961.98,Micro Cap
VMART,VMART RETAIL LTD         ,Consumer Cyclical,Department Stores,4877.16,Micro Cap
VMM,VISHAL MEGA MART LIMITED ,Consumer Cyclical,Department Stores,60800.44,Mid Cap
VMSTMT,VMS TMT LIMITED          ,Basic Materials,Steel,237.44,Micro Cap
VOLTAMP,VOLTAMP TRANSFORMERS LTD ,Industrials,Electrical Equipment & Parts,7235.26,Small Cap
VOLTAS,VOLTAS LTD               ,Consumer Cyclical,"Furnishings, Fixtures & Appliances",47644.09,Small Cap
VPRPL,VISHNU PRAKASH R PUNGLI L,Industrials,Engineering & Construction,614.12,Micro Cap
VRAJ,VRAJ IRON AND STEEL LTD  ,Basic Materials,Steel,443.12,Micro Cap
VRLLOG,VRL LOGISTICS LIMITED    ,Industrials,Trucking,4410.99,Micro Cap
VSSL,VARDHMAN SPC STEEL LTD   ,Basic Materials,Steel,2614.41,Micro Cap
VSTIND,VST INDUSTRIES LTD       ,Consumer Defensive,Tobacco,4079.21,Micro Cap
VSTL,VIBHOR STEEL TUBES LTD   ,Basic Materials,Steel,245.34,Micro Cap
VSTTILLERS,VST TILLERS TRACTORS LTD ,Industrials,Farm & Heavy Construction Machinery,4914.18,Micro Cap
VTL,VARDHMAN TEXTILES LIMITED,Consumer Cyclical,Textile Manufacturing,12175.44,Small Cap
WAAREEENER,WAAREE ENERGIES LIMITED  ,Technology,Solar,73636.07,Mid Cap
WAAREERTL,WAAREE RENEWABLE TECH LTD,Utilities,Utilities - Renewable,10140.06,Small Cap
WABAG,VA TECH WABAG LTD        ,Industrials,Engineering & Construction,7458.23,Small Cap
WAKEFIT,WAKEFIT INNOVATIONS LTD  ,Consumer Cyclical,"Furnishings, Fixtures & Appliances",5814.61,Small Cap
WALCHANNAG,WALCHANDNAGAR INDUSTRIES ,Industrials,Engineering & Construction,1094.04,Micro Cap
WANBURY,WANBURY LIMITED          ,Healthcare,Drug Manufacturers - Specialty & Generic,722.41,Micro Cap
WCIL,WESTERN CARRIERS (IND) L ,Industrials,Integrated Freight & Logistics,1164.23,Micro Cap
WEALTH,WEALTH FRST PORT. MG. LTD,Financial Services,Capital Markets,887.93,Micro Cap
WEBELSOLAR,WEBSOL ENERGY SYSTEM LTD ,Technology,Solar,3506.93,Micro Cap
WEIZMANIND,WEIZMANN LTD             ,Consumer Cyclical,Textile Manufacturing,143.29,Micro Cap
WEL,WONDER ELECTRICALS LTD   ,Consumer Cyclical,"Furnishings, Fixtures & Appliances",1940.7,Micro Cap
WELCORP,WELSPUN CORP LIMITED     ,Basic Materials,Steel,19484.9,Small Cap
WELENT,WELSPUN ENTERPRISES LTD. ,Industrials,Engineering & Construction,6324.82,Small Cap
WELINV,WELSPUN INV & COMM LTD   ,Financial Services,Capital Markets,454.91,Micro Cap
WELSPUNLIV,WELSPUN LIVING LIMITED   ,Consumer Cyclical,Textile Manufacturing,12060.38,Small Cap
WENDT,WENDT (INDIA) LIMITED    ,Industrials,Tools & Accessories,1474.9,Micro Cap
WESTLIFE,WESTLIFE FOODWORLD LTD   ,Consumer Cyclical,Restaurants,7741.45,Small Cap
WEWORK,WEWORK INDIA MANAGEMENT L,Real Estate,Real Estate Services,8045.42,Small Cap
WHEELS,WHEELS INDIA LTD         ,Consumer Cyclical,Auto Parts,1946.82,Micro Cap
WHIRLPOOL,WHIRLPOOL OF INDIA LTD   ,Consumer Cyclical,"Furnishings, Fixtures & Appliances",10182.73,Small Cap
WILLAMAGOR,WILLIAMSON MAGOR         ,Financial Services,Credit Services,30.73,Micro Cap
WINDLAS,WINDLAS BIOTECH LIMITED  ,Healthcare,Drug Manufacturers - Specialty & Generic,1698.19,Micro Cap
WINDMACHIN,WINDSOR MACHINES LIMITED ,Industrials,Specialty Industrial Machinery,2133.14,Micro Cap
WIPL,THE WESTERN INDIA PLY LTD,Basic Materials,Lumber & Wood Production,121.68,Micro Cap
WIPRO,WIPRO LTD                ,Technology,Information Technology Services,272864.42,Large Cap
WOCKPHARMA,WOCKHARDT LIMITED        ,Healthcare,Drug Manufacturers - Specialty & Generic,22669.28,Small Cap
WONDERLA,WONDERLA HOLIDAYS LTD.   ,Consumer Cyclical,Leisure,3342.38,Micro Cap
WORTHPERI,WORTH PERIPHERALS LIMITED,Consumer Cyclical,Packaging & Containers,213.93,Micro Cap
WSI,W.S.INDUSTRIES (I) LTD.  ,Industrials,Engineering & Construction,552.4,Micro Cap
WSTCSTPAPR,WEST COAST PAPER MILLS LT,Basic Materials,Paper & Paper Products,2739.38,Micro Cap
